timestamp,open,high,low,close,volume,RSI,MACD,MACD_signal,bb_upper,bb_lower,VWAP,label
2025-05-02 19:00:00+00:00,567.0800170898438,567.1400146484375,566.1500244140625,566.9600219726562,1154165.0,51.61936651741656,0.372785208783057,0.4733458137395187,568.1983063410985,566.3201690006983,567.2280879025319,0.0
2025-05-02 19:10:00+00:00,566.9349975585938,567.489990234375,566.3800048828125,567.4002075195312,1101064.0,55.61770731880692,0.3609181430122135,0.45086027959405767,568.1302971620831,566.5052069883076,567.1960791045174,0.0
2025-05-02 19:20:00+00:00,567.405029296875,567.9299926757812,567.3499755859375,567.6699829101562,2105043.0,57.9133477967615,0.3690281010706258,0.43449384388937135,568.1660538489342,566.5174483483314,567.2774362510709,0.0
2025-05-02 19:30:00+00:00,567.6400146484375,567.780029296875,567.0900268554688,567.6649780273438,1520864.0,57.8535616577057,0.3707773584580991,0.4217505468031169,568.1462907579978,566.5237104627054,567.3326111762193,0.0
2025-05-02 19:40:00+00:00,567.6799926757812,567.8300170898438,566.02001953125,566.239990234375,1614248.0,43.943759317700206,0.2542482363628551,0.38825008471506456,568.2284045027945,566.3475964737679,567.2807150523682,0.0
2025-05-02 19:50:00+00:00,566.219970703125,567.5999755859375,566.1500244140625,566.6199951171875,7053319.0,47.564356245494345,0.1903668551581177,0.3486734388036752,568.1594030622437,566.2866052385375,567.1200237215559,0.0
2025-05-05 12:00:00+00:00,563.85,564.49,563.19,563.38,19990.0,29.85729394787326,-0.1203132318310054,0.2548761046767391,568.9076052039437,565.1094048058218,567.1164701177928,0.0
2025-05-05 12:10:00+00:00,563.43,563.56,563.27,563.54,9531.0,31.21903173104333,-0.3495889326705992,0.13398309720727145,569.2203924491025,564.400617560663,567.1136870341309,0.0
2025-05-05 12:20:00+00:00,563.55,563.56,563.17,563.17,3550.0,29.779267415051393,-0.5547526420729127,-0.003764050648765393,569.5086962538302,563.7403122910918,567.0964662347252,0.0
2025-05-05 12:30:00+00:00,563.13,563.13,562.67,562.7,19110.0,28.01202051178329,-0.746664350099536,-0.15234411053891952,569.7780992954615,563.0729099818823,567.0697880061596,0.0
2025-05-05 12:40:00+00:00,562.6,562.71,562.45,562.45,21182.0,27.091070166888215,-0.9084565504041393,-0.3035665985119635,569.9757244636745,562.4422818839818,567.0451951258756,0.0
2025-05-05 12:50:00+00:00,562.31,562.38,561.7,562.19,16615.0,26.128944782778902,-1.045604780837607,-0.4519742349770922,570.0961167428312,561.8378866751376,566.994518930866,0.0
2025-05-05 13:00:00+00:00,562.12,562.37,561.76,561.76,16967.0,24.574517863072032,-1.175443368432525,-0.5966680616681788,570.1796743376585,561.2223212678102,566.971393318847,0.0
2025-05-05 13:10:00+00:00,561.81,562.28,561.77,562.25,11505.0,29.706398434218414,-1.2246850724635578,-0.7222714638272546,570.110454757139,560.7915408483298,566.9642412473037,0.0
2025-05-05 13:20:00+00:00,562.28,562.74,562.27,562.64,3850.0,33.57996274900651,-1.2181971189555725,-0.8214565948529182,569.8948409226484,560.5036864211015,566.9812756631076,0.0
2025-05-05 13:30:00+00:00,562.5700073242188,563.2000122070312,562.0800170898438,562.510009765625,5203809.0,32.92863510895516,-1.2096009675937012,-0.8990854694010748,569.6257952617032,560.252724757828,565.6795202910023,0.0
2025-05-05 13:40:00+00:00,562.510009765625,562.8900146484375,561.8200073242188,562.6500244140625,1410522.0,34.40448063914245,-1.1779122050547812,-0.9548508165318161,569.3035946160832,560.074925403448,565.1655785325393,0.0
2025-05-05 13:50:00+00:00,562.6599731445312,563.2999877929688,561.7000122070312,562.989990234375,1131642.0,37.973333683389505,-1.1125415455472876,-0.9863889623349105,568.8226988900155,560.043821617797,564.7785556926336,0.0
2025-05-05 14:00:00+00:00,563.0700073242188,564.2891235351562,562.4299926757812,563.489990234375,1711711.0,42.894331183377574,-1.0087606408555985,-0.9908632980390482,568.5390527458497,559.9984638557127,564.4508508266952,0.0
2025-05-05 14:10:00+00:00,563.3599853515625,564.1300048828125,563.0599975585938,563.8602905273438,835503.0,46.2927459869134,-0.8864153429731232,-0.9699737070258632,568.1762543557077,560.0372937399954,562.8052306647132,0.0
2025-05-05 14:20:00+00:00,563.719970703125,564.1099853515625,563.2100219726562,563.6900024414062,738094.0,44.96745760688783,-0.7940434002856591,-0.9347876456778224,567.7981757508633,560.0883703917148,562.860977598001,0.0
2025-05-05 14:30:00+00:00,563.6900024414062,564.469970703125,562.9199829101562,564.2050170898438,947666.0,49.66121044178813,-0.6715395028597868,-0.8821380171142154,567.3022924687665,560.2647346308428,562.9393252283687,0.0
2025-05-05 14:40:00+00:00,564.239990234375,564.7899780273438,564.14501953125,564.5599975585938,940924.0,52.65839299536355,-0.5395902637471863,-0.8136284664408096,566.6914668535996,560.5645617108535,563.0519868433355,0.0
2025-05-05 14:50:00+00:00,564.56201171875,565.1900024414062,564.2999877929688,565.0,749221.0,56.143972766893924,-0.3949621436037205,-0.7298952018733917,566.0306625168384,560.9588682448803,563.1492486748158,0.0
2025-05-05 15:00:00+00:00,565.010009765625,565.260009765625,564.5,564.7000122070312,1177459.0,53.26456233662977,-0.30107917092357184,-0.6441319956834278,565.6959962844389,561.1395366745455,563.2821899735947,0.0
2025-05-05 15:10:00+00:00,564.6900024414062,564.969970703125,564.4500122070312,564.9099731445312,1262888.0,55.00394245083601,-0.20734401302968308,-0.5567743991526789,565.2178877686401,561.4466429930785,563.4003398098508,0.0
2025-05-05 15:20:00+00:00,564.9299926757812,565.3099975585938,564.52001953125,564.8048706054688,683295.0,53.922074717169025,-0.1399261401545573,-0.4734047473530546,565.3956250567461,561.4113927655195,563.4618733782677,0.0
2025-05-05 15:30:00+00:00,564.8090209960938,565.030029296875,563.8400268554688,563.9650268554688,603670.0,46.11647274082226,-0.15250735211668598,-0.4092252683057809,565.4312633753165,561.418257132496,563.4911003905515,0.0
2025-05-05 15:40:00+00:00,563.9583129882812,564.8654174804688,563.9199829101562,564.3800048828125,521687.0,49.97019085898866,-0.12752279119217746,-0.3528847728830602,565.5299931360416,561.440527860052,563.5174295611099,0.0
2025-05-05 15:50:00+00:00,564.3699951171875,565.1300048828125,564.3699951171875,565.0,671616.0,55.13313581970721,-0.05703644161883403,-0.293715106630215,565.7129819426955,561.4875390533985,563.941397270032,0.0
2025-05-05 16:00:00+00:00,565.0,565.77001953125,564.8187866210938,565.3200073242188,798326.0,57.5671716252961,0.024365544071429213,-0.23009897648988617,565.9135784761366,561.5739432523791,564.190806433937,0.0
2025-05-05 16:10:00+00:00,565.3289794921875,565.6599731445312,562.5,562.71,170877.0,38.988801178140584,-0.12034135390456413,-0.20814745197282178,565.8760139850991,561.6635077434165,564.3289250717975,0.0
